"analysis_id","draw","replicate","estimand","regime","pooling_rho","sites","pooled_sites","pooled_population_share","unweighted_takeup","population_weighted_takeup","expected_takers","population_mean_distance_km","population_p90_distance_km","site_cost","signal_cost","travel_cost","total_cost","target_rate","target_slack_takers","assigned_away_population_share","roundtrip_participant_km","taker_mean_distance_km"
"exponential-cluster-weights",4,4,"pooling-050","bracelet",0.5,91,40,0.567171948527881,0.326678031406917,0.351123842565549,33726.1473261061,1.50169436079206,3.25357878179856,91,0,0,91,0.34977778897607,129.291139376634,0.792185482863449,71542.609765987,1.06064011809924
"exponential-cluster-weights",4,4,"pooling-100","control",1,101,34,0.442354141506684,0.319542890342871,0.350642666444746,33679.9293973507,1.24736100170387,3.18966975273969,101,0,0,101,0.34977778897607,83.0732106212672,0.748875609045101,53009.8006953284,0.786964249092192
"exponential-cluster-weights",4,4,"pooling-100","bracelet",1,99,36,0.470182817640445,0.319186774564054,0.351499894148796,33762.2678327801,1.31421318200508,3.18966975273969,99,0,0,99,0.34977778897607,165.411646050641,0.701057760379794,56899.742939593,0.842652857642882
"exponential-cluster-weights",5,5,"population","control",NA,102,34,0.437585890975721,0.289114025103101,0.3135771647811,30119.7138315542,1.23391344783324,3.18460428668241,102,0,0,102,0.313573410770764,0.360580200729601,0.752571523757964,50207.3883172999,0.833463900057067
"exponential-cluster-weights",5,5,"population","bracelet",NA,71,59,0.904936909174197,0.313300971722497,0.31400689407149,30160.9901893547,2.6087366892994,3.36946382499812,71,0,0,71,0.313573410770764,41.636938001262,0.950266522300421,150635.801970048,2.49719589815082
"exponential-cluster-weights",5,5,"legacy","control",NA,107,29,0.458333333333333,0.314943816314945,0.314943816314945,45.351909549352,1.22980607934852,3.12922663651524,107,0,0,107,0.313115156884609,0.26332695796826,0.743055555555556,71.9829037276364,0.793603890584855
"exponential-cluster-weights",5,5,"legacy","bracelet",NA,71,58,0.909722222222222,0.317605660478747,0.317605660478747,45.7352151089396,2.54368799150719,3.39696379561241,71,0,0,71,0.313115156884609,0.646632517555858,0.951388888888889,221.68799564243,2.42360285301356
"exponential-cluster-weights",5,5,"pooling-000","control",0,102,34,0.437585890975721,0.289114025103101,0.3135771647811,30119.7138315542,1.23391344783324,3.18460428668241,102,0,0,102,0.313573410770764,0.360580200729601,0.752571523757964,50207.3883172999,0.833463900057067
"exponential-cluster-weights",5,5,"pooling-000","bracelet",0,71,59,0.904936909174197,0.313300971722497,0.31400689407149,30160.9901893547,2.6087366892994,3.36946382499812,71,0,0,71,0.313573410770764,41.636938001262,0.950266522300421,150635.801970048,2.49719589815082
"exponential-cluster-weights",5,5,"pooling-050","control",0.5,102,34,0.437585890975721,0.289114025103101,0.3135771647811,30119.7138315542,1.23391344783324,3.18460428668241,102,0,0,102,0.313573410770764,0.360580200729601,0.752571523757964,50207.3883172999,0.833463900057067
"exponential-cluster-weights",5,5,"pooling-050","bracelet",0.5,85,46,0.658487069504019,0.297367207808501,0.314913340103419,30248.0561436136,1.66948987074237,3.27297399145503,85,0,0,85,0.313573410770764,128.702892260128,0.787510931578728,80054.827087493,1.32330531766081
"exponential-cluster-weights",5,5,"pooling-100","control",1,102,34,0.437585890975721,0.289114025103101,0.3135771647811,30119.7138315542,1.23391344783324,3.18460428668241,102,0,0,102,0.313573410770764,0.360580200729601,0.752571523757964,50207.3883172999,0.833463900057067
"exponential-cluster-weights",5,5,"pooling-100","bracelet",1,97,40,0.508745262982551,0.286374143696671,0.314151943097876,30174.9224384372,1.45471488999583,3.25357878179856,97,0,0,97,0.313573410770764,55.5691870837363,0.598821471702828,61769.528250464,1.02352422572893
"exponential-cluster-weights",6,6,"population","control",NA,101,34,0.442354141506684,0.299503674145759,0.328509526762141,31553.9970645572,1.24736100170387,3.18966975273969,101,0,0,101,0.327415907770364,105.044291398157,0.748875609045101,49771.0268270511,0.788664376263064
"exponential-cluster-weights",6,6,"population","bracelet",NA,71,57,0.892808062299588,0.325941305540035,0.327525854290753,31459.5133563355,2.40593543708593,3.36663106044542,71,0,0,71,0.327415907770364,10.5605831764333,0.934660392287511,140725.147113767,2.23660718333119
"exponential-cluster-weights",6,6,"legacy","control",NA,106,30,0.472222222222222,0.328840003042824,0.328840003042824,47.3529604381666,1.25251117677224,3.13398607852492,106,0,0,106,0.326858960697627,0.285270097708377,0.736111111111111,71.5713171825982,0.755721675269446
"exponential-cluster-weights",6,6,"legacy","bracelet",NA,71,56,0.895833333333333,0.327102306972728,0.327102306972728,47.1027322040729,2.41484927617496,3.39457797118163,71,0,0,71,0.326858960697627,0.0350418636146159,0.9375,211.291698137417,2.24288155113799
"exponential-cluster-weights",6,6,"pooling-000","control",0,101,34,0.442354141506684,0.299503674145759,0.328509526762141,31553.9970645572,1.24736100170387,3.18966975273969,101,0,0,101,0.327415907770364,105.044291398157,0.748875609045101,49771.0268270511,0.788664376263064
"exponential-cluster-weights",6,6,"pooling-000","bracelet",0,71,57,0.892808062299588,0.325941305540035,0.327525854290753,31459.5133563355,2.40593543708593,3.36663106044542,71,0,0,71,0.327415907770364,10.5605831764333,0.934660392287511,140725.147113767,2.23660718333119
"exponential-cluster-weights",6,6,"pooling-050","control",0.5,101,34,0.442354141506684,0.299503674145759,0.328509526762141,31553.9970645572,1.24736100170387,3.18966975273969,101,0,0,101,0.327415907770364,105.044291398157,0.748875609045101,49771.0268270511,0.788664376263064
"exponential-cluster-weights",6,6,"pooling-050","bracelet",0.5,87,43,0.623152042643568,0.306738860559331,0.327590935537185,31465.7645402177,1.61102542849294,3.27297399145503,87,0,0,87,0.327415907770364,16.8117670587017,0.809446966226627,74544.1844651925,1.1845284161126
"exponential-cluster-weights",6,6,"pooling-100","control",1,101,34,0.442354141506684,0.299503674145759,0.328509526762141,31553.9970645572,1.24736100170387,3.18966975273969,101,0,0,101,0.327415907770364,105.044291398157,0.748875609045101,49771.0268270511,0.788664376263064
"exponential-cluster-weights",6,6,"pooling-100","bracelet",1,98,38,0.494596676800067,0.299863498867857,0.328958203049778,31597.0933193373,1.38769717963262,3.24814829764855,98,0,0,98,0.327415907770364,148.140546178263,0.645712738933078,58009.8872484645,0.917962400246524
"exponential-cluster-weights",7,7,"population","control",NA,101,34,0.442354141506684,0.326453563442428,0.357623693382948,34350.4709968189,1.24736100170387,3.18966975273969,101,0,0,101,0.356918434477397,67.7415283959781,0.748875609045101,54636.8216944141,0.795284898705957
"exponential-cluster-weights",7,7,"population","bracelet",NA,86,44,0.644463415649856,0.336317649457147,0.357269785053228,34316.4773939326,1.65289102071645,3.27297399145503,86,0,0,86,0.356918434477397,33.7479255096769,0.831664098613251,85566.5507782836,1.24672689734483
"exponential-cluster-weights",7,7,"legacy","control",NA,106,29,0.465277777777778,0.35779272471151,0.35779272471151,51.5221523584574,1.25339703308763,3.20573768696429,106,0,0,106,0.356323443967654,0.211576427115311,0.729166666666667,78.7431838696499,0.764168229248327
"exponential-cluster-weights",7,7,"legacy","bracelet",NA,90,39,0.645833333333333,0.356914985865687,0.356914985865687,51.395757964659,1.64931858030461,3.25357878179856,90,0,0,90,0.356323443967654,0.0851820333168618,0.840277777777778,129.95690495753,1.26427656779468
"exponential-cluster-weights",7,7,"pooling-000","control",0,101,34,0.442354141506684,0.326453563442428,0.357623693382948,34350.4709968189,1.24736100170387,3.18966975273969,101,0,0,101,0.356918434477397,67.7415283959781,0.748875609045101,54636.8216944141,0.795284898705957
"exponential-cluster-weights",7,7,"pooling-000","bracelet",0,86,44,0.644463415649856,0.336317649457147,0.357269785053228,34316.4773939326,1.65289102071645,3.27297399145503,86,0,0,86,0.356918434477397,33.7479255096769,0.831664098613251,85566.5507782836,1.24672689734483
"exponential-cluster-weights",7,7,"pooling-050","control",0.5,101,34,0.442354141506684,0.326453563442428,0.357623693382948,34350.4709968189,1.24736100170387,3.18966975273969,101,0,0,101,0.356918434477397,67.7415283959781,0.748875609045101,54636.8216944141,0.795284898705957
"exponential-cluster-weights",7,7,"pooling-050","bracelet",0.5,94,39,0.540842460333986,0.332301832691196,0.357744141644564,34362.0402932436,1.42805294946901,3.2224485168033,94,0,0,94,0.356918434477397,79.3108248206699,0.782534460500562,67303.9102947303,0.979335186740407
"exponential-cluster-weights",7,7,"pooling-100","control",1,101,34,0.442354141506684,0.326453563442428,0.357623693382948,34350.4709968189,1.24736100170387,3.18966975273969,101,0,0,101,0.356918434477397,67.7415283959781,0.748875609045101,54636.8216944141,0.795284898705957
"exponential-cluster-weights",7,7,"pooling-100","bracelet",1,100,35,0.455492858035231,0.327852126011469,0.360291249074297,34606.6950560844,1.27947991516866,3.18966975273969,100,0,0,100,0.356918434477397,323.965587661427,0.721890226127514,56951.2787819912,0.822836140372473
"exponential-cluster-weights",8,8,"population","control",NA,102,34,0.434337650439345,0.290185934301932,0.31744863522186,30491.5763103301,1.22574459106343,3.18966975273969,102,0,0,102,0.316205042015788,119.449614629615,0.740859117977762,48669.7808878,0.798085680983823
"exponential-cluster-weights",8,8,"population","bracelet",NA,75,54,0.813049181693249,0.308310639986489,0.31684725241833,30433.8122892854,1.9874285991134,3.24814829764855,75,0,0,75,0.316205042015788,61.685593584989,0.893162037229834,108516.383818451,1.78282600265388
"exponential-cluster-weights",8,8,"legacy","control",NA,107,28,0.451388888888889,0.316992212502252,0.316992212502252,45.6468786003243,1.23172863782725,3.20573768696429,107,0,0,107,0.315717983180935,0.183489022269683,0.736111111111111,70.7519401061832,0.774992094483328
"exponential-cluster-weights",8,8,"legacy","bracelet",NA,77,50,0.8125,0.316518899692803,0.316518899692803,45.5787215557637,1.99306156223731,3.25257426446003,77,0,0,77,0.315717983180935,0.115331977709033,0.909722222222222,163.241090452821,1.79075986426147
"exponential-cluster-weights",8,8,"pooling-000","control",0,102,34,0.434337650439345,0.290185934301932,0.31744863522186,30491.5763103301,1.22574459106343,3.18966975273969,102,0,0,102,0.316205042015788,119.449614629615,0.740859117977762,48669.7808878,0.798085680983823
"exponential-cluster-weights",8,8,"pooling-000","bracelet",0,75,54,0.813049181693249,0.308310639986489,0.31684725241833,30433.8122892854,1.9874285991134,3.24814829764855,75,0,0,75,0.316205042015788,61.685593584989,0.893162037229834,108516.383818451,1.78282600265388
"exponential-cluster-weights",8,8,"pooling-050","control",0.5,102,34,0.434337650439345,0.290185934301932,0.31744863522186,30491.5763103301,1.22574459106343,3.18966975273969,102,0,0,102,0.316205042015788,119.449614629615,0.740859117977762,48669.7808878,0.798085680983823
"exponential-cluster-weights",8,8,"pooling-050","bracelet",0.5,92,41,0.560696289509849,0.295957793776185,0.316341690165803,30385.2520238057,1.4720777640595,3.18460428668241,92,0,0,92,0.316205042015788,13.1253281052923,0.781430891600383,67324.2122645413,1.10784357180574
"exponential-cluster-weights",8,8,"pooling-100","control",1,102,34,0.434337650439345,0.290185934301932,0.31744863522186,30491.5763103301,1.22574459106343,3.18966975273969,102,0,0,102,0.316205042015788,119.449614629615,0.740859117977762,48669.7808878,0.798085680983823
"exponential-cluster-weights",8,8,"pooling-100","bracelet",1,101,37,0.459147128638654,0.288052247134442,0.316739981302034,30423.5086840229,1.28511735826399,3.20578151406565,101,0,0,101,0.316205042015788,51.3819883224969,0.697747053679257,52404.352977272,0.86124768713466
"exponential-cluster-weights",9,9,"population","control",NA,101,34,0.441313038770666,0.282378367048508,0.308735843209936,29654.6952120007,1.24984007906621,3.18966975273969,101,0,0,101,0.30786761181998,83.3953614679776,0.756111273060426,49001.8428122016,0.826207156436587
"exponential-cluster-weights",9,9,"population","bracelet",NA,85,47,0.671750718360888,0.291761777043467,0.308647461797228,29646.2060005473,1.66783407804028,3.24814829764855,85,0,0,85,0.30786761181998,74.9061500145908,0.837650439345355,77532.1940174513,1.30762422038118
"exponential-cluster-weights",9,9,"legacy","control",NA,106,29,0.465277777777778,0.307974231130075,0.307974231130075,44.3482892827308,1.26569405580116,3.12922663651524,106,0,0,106,0.307377338952451,0.0859524735778621,0.743055555555556,71.0173187498455,0.800677093732899
"exponential-cluster-weights",9,9,"legacy","bracelet",NA,88,41,0.673611111111111,0.307495218648014,0.307495218648014,44.2793114853141,1.68088130676799,3.25257426446003,88,0,0,88,0.307377338952451,0.0169746761611478,0.847222222222222,116.885995471014,1.3198714201979
"exponential-cluster-weights",9,9,"pooling-000","control",0,101,34,0.441313038770666,0.282378367048508,0.308735843209936,29654.6952120007,1.24984007906621,3.18966975273969,101,0,0,101,0.30786761181998,83.3953614679776,0.756111273060426,49001.8428122016,0.826207156436587
"exponential-cluster-weights",9,9,"pooling-000","bracelet",0,85,47,0.671750718360888,0.291761777043467,0.308647461797228,29646.2060005473,1.66783407804028,3.24814829764855,85,0,0,85,0.30786761181998,74.9061500145908,0.837650439345355,77532.1940174513,1.30762422038118
"exponential-cluster-weights",9,9,"pooling-050","control",0.5,101,34,0.441313038770666,0.282378367048508,0.308735843209936,29654.6952120007,1.24984007906621,3.18966975273969,101,0,0,101,0.30786761181998,83.3953614679776,0.756111273060426,49001.8428122016,0.826207156436587
"exponential-cluster-weights",9,9,"pooling-050","bracelet",0.5,93,38,0.541893974097364,0.288246696914872,0.309061276885903,29685.9537674448,1.44875775579627,3.25257426446003,93,0,0,93,0.30786761181998,114.653916912037,0.776870861616624,60203.8775499511,1.01401285640979
"exponential-cluster-weights",9,9,"pooling-100","control",1,101,34,0.441313038770666,0.282378367048508,0.308735843209936,29654.6952120007,1.24984007906621,3.18966975273969,101,0,0,101,0.30786761181998,83.3953614679776,0.756111273060426,49001.8428122016,0.826207156436587
"exponential-cluster-weights",9,9,"pooling-100","bracelet",1,99,36,0.477126972889685,0.283755422992119,0.308516333688265,29633.6108834252,1.31055286154481,3.18966975273969,99,0,0,99,0.30786761181998,62.3110328924595,0.719016782576105,51165.7065768478,0.863305298468808
"exponential-cluster-weights",10,10,"population","control",NA,100,34,0.449589805522009,0.298999405701422,0.333801603293853,32062.3115995812,1.27146427741202,3.20578151406565,100,0,0,100,0.33227667803869,146.472120608898,0.756111273060426,46910.6349568005,0.731554161513004
"exponential-cluster-weights",10,10,"population","bracelet",NA,71,56,0.885884729105068,0.337313790616814,0.338501011503711,32513.6991569545,2.69120219927984,3.39410582051442,71,0,0,71,0.33227667803869,597.859677982171,0.969048015658185,167354.393632403,2.57359817510348
"exponential-cluster-weights",10,10,"legacy","control",NA,105,30,0.479166666666667,0.33451587703215,0.33451587703215,48.1702862926296,1.2794002541994,3.20578151406565,105,0,0,105,0.331563066529748,0.42520471234586,0.743055555555556,66.7426737581923,0.692778462564426
"exponential-cluster-weights",10,10,"legacy","bracelet",NA,71,57,0.902777777777778,0.348547389108574,0.348547389108574,50.1908240316346,2.54429548458559,3.39457797118163,71,0,0,71,0.331563066529748,2.44574245135092,0.944444444444444,241.30285728097,2.40385430939408
"exponential-cluster-weights",10,10,"pooling-000","control",0,100,34,0.449589805522009,0.298999405701422,0.333801603293853,32062.3115995812,1.27146427741202,3.20578151406565,100,0,0,100,0.33227667803869,146.472120608898,0.756111273060426,46910.6349568005,0.731554161513004
"exponential-cluster-weights",10,10,"pooling-000","bracelet",0,71,56,0.885884729105068,0.337313790616814,0.338501011503711,32513.6991569545,2.69120219927984,3.39410582051442,71,0,0,71,0.33227667803869,597.859677982171,0.969048015658185,167354.393632403,2.57359817510348
"exponential-cluster-weights",10,10,"pooling-050","control",0.5,100,34,0.449589805522009,0.298999405701422,0.333801603293853,32062.3115995812,1.27146427741202,3.20578151406565,100,0,0,100,0.33227667803869,146.472120608898,0.756111273060426,46910.6349568005,0.731554161513004
"exponential-cluster-weights",10,10,"pooling-050","bracelet",0.5,84,44,0.653906217465539,0.308520872228068,0.332382834007961,31926.0359721327,1.71024483410011,3.27559102178949,84,0,0,84,0.33227667803869,10.1964931603834,0.799691833590139,77843.4777766854,1.21912218987401
"exponential-cluster-weights",10,10,"pooling-100","control",1,100,34,0.449589805522009,0.298999405701422,0.333801603293853,32062.3115995812,1.27146427741202,3.20578151406565,100,0,0,100,0.33227667803869,146.472120608898,0.756111273060426,46910.6349568005,0.731554161513004
"exponential-cluster-weights",10,10,"pooling-100","bracelet",1,96,39,0.517990255278391,0.296675899874297,0.332600222994469,31946.9166190647,1.48399692943245,3.2766433130779,96,0,0,96,0.33227667803869,31.0771400924241,0.629700578853121,57595.5673519276,0.901426075616274
"exponential-cluster-weights",11,11,"population","control",NA,101,34,0.443239078832299,0.313138807804894,0.344376902463473,33078.0902354215,1.25477957013795,3.20578151406565,101,0,0,101,0.343446570475554,89.3602481035632,0.749760546370716,51885.7072977517,0.784291156600542
"exponential-cluster-weights",11,11,"population","bracelet",NA,71,57,0.884218964727439,0.341922832744864,0.344164434184122,33057.6822322533,2.29811289551017,3.32025458669387,71,0,0,71,0.343446570475554,68.9522449353171,0.937919043851247,138548.702360986,2.0955598367058
"exponential-cluster-weights",11,11,"legacy","control",NA,106,29,0.465277777777778,0.344196134958454,0.344196134958454,49.5642434340174,1.2617218799711,3.20573768696429,106,0,0,106,0.342847355584975,0.194224229780943,0.729166666666667,75.3464637464799,0.760088912148788
"exponential-cluster-weights",11,11,"legacy","bracelet",NA,71,55,0.888888888888889,0.342888171114247,0.342888171114247,49.3758966404516,2.31638538235403,3.32829369418776,71,0,0,71,0.342847355584975,0.00587743621519365,0.944444444444444,208.207460566145,2.10839169243126
"exponential-cluster-weights",11,11,"pooling-000","control",0,101,34,0.443239078832299,0.313138807804894,0.344376902463473,33078.0902354215,1.25477957013795,3.20578151406565,101,0,0,101,0.343446570475554,89.3602481035632,0.749760546370716,51885.7072977517,0.784291156600542
"exponential-cluster-weights",11,11,"pooling-000","bracelet",0,71,57,0.884218964727439,0.341922832744864,0.344164434184122,33057.6822322533,2.29811289551017,3.32025458669387,71,0,0,71,0.343446570475554,68.9522449353171,0.937919043851247,138548.702360986,2.0955598367058
"exponential-cluster-weights",11,11,"pooling-050","control",0.5,101,34,0.443239078832299,0.313138807804894,0.344376902463473,33078.0902354215,1.25477957013795,3.20578151406565,101,0,0,101,0.343446570475554,89.3602481035632,0.749760546370716,51885.7072977517,0.784291156600542
