outcome_type,day,estimand,assigned_treatment,assigned_dist_group,contrast,estimate,std_error,conf_low,conf_high,p_value
Daily incidence,12,level,calendar,close,NA,0.024223533906852727,0.00715901054245159,0.012744262345415147,0.04181308358649203,0
Daily incidence,12,level,control,close,NA,0.01798333832794854,0.004850118869298016,0.009720559366960022,0.02852735295417421,0
Daily incidence,12,level,ink,close,NA,0.012061564106773162,0.003327834228720943,0.006392136893507569,0.019072451938252345,0
Daily incidence,12,level,bracelet,far,NA,0.029773846472294255,0.004922286090276903,0.020212352272363086,0.0398313626800411,0
Daily incidence,12,level,calendar,far,NA,0.022948229269646108,0.004911912211900755,0.014721262680664914,0.0339430222691398,0
Daily incidence,12,level,control,far,NA,0.016792612316735747,0.0053150415470722785,0.008183626305163921,0.029008735953666993,0
Daily incidence,12,level,ink,far,NA,0.023493457780972907,0.007184557150449261,0.011792645454020846,0.03956540660945288,0
Daily incidence,12,signal_minus_no_signal,signal,close,Any Signal - No Signal,-0.004453744938024307,0.005614862667836453,-0.016115891123691325,0.006476742033994216,0.36
Daily incidence,12,signal_minus_no_signal,signal,far,Any Signal - No Signal,0.00676323133344265,0.005575038148499952,-0.004542704844563257,0.01771246993809374,0.228
Daily incidence,12,signal_minus_no_signal,signal,far - close,Any Signal - No Signal,0.011216976271466957,0.0077730267583031275,-0.003538331112301198,0.027088995544740802,0.132
Daily incidence,12,treatment_distance_interaction,bracelet,far - close,(bracelet - Control) Far - Close,0.009726754231527558,0.010532215519752659,-0.011880844310378969,0.03071424193751793,0.328
Daily incidence,12,treatment_distance_interaction,calendar,far - close,(calendar - Control) Far - Close,-8.457862599382457e-5,0.011685864475473266,-0.02454481678933697,0.022852556470535194,0.944
Daily incidence,12,treatment_distance_interaction,ink,far - close,(ink - Control) Far - Close,0.012622619685412539,0.010455620443081336,-0.006120899990642515,0.034451539025366525,0.21
Daily incidence,12,treatment_minus_control,bracelet,close,bracelet - Control,0.00325447992403095,0.00792041611146728,-0.011303787771172759,0.020679224150673265,0.732
Daily incidence,12,treatment_minus_control,calendar,close,calendar - Control,0.0062401955789041855,0.00876038801734862,-0.009284059982858141,0.025338728190644564,0.446
Daily incidence,12,treatment_minus_control,ink,close,ink - Control,-0.0059217742211753795,0.005953270727578009,-0.018390099143661916,0.004667889773931596,0.302
Daily incidence,12,treatment_minus_control,bracelet,far,bracelet - Control,0.012981234155558508,0.007040728862852326,-0.0015356395860774686,0.02542049024499994,0.082
Daily incidence,12,treatment_minus_control,calendar,far,calendar - Control,0.006155616952910361,0.007297233450482988,-0.008350808818831159,0.02046729045242578,0.394
Daily incidence,12,treatment_minus_control,ink,far,ink - Control,0.0067008454642371595,0.008750904631332903,-0.010573526604725356,0.025675643247024087,0.442
